,GQQ,LDA,serie
139,0.8468483716391203,0.9977694805893532,"[1.97603598e-02 6.44594958e-02 6.05763069e-03 ... 2.38093305e+01
 2.23750014e+00 7.29886158e+00]"
140,0.6885850489902734,0.9676384544900706,[0.17827507 0.43853197 0.17827507 ... 0.07247362 0.02946248 0.01197729]
141,0.6539293947382641,0.9869283094290356,[0.0373235  0.08771404 0.20613694 ... 2.6755678  1.13849007 0.48444283]
142,0.8428249018813025,0.9978200493277585,[0.00642416 0.02074971 0.00198894 ... 0.21647271 0.06702049 0.21647271]
143,0.568718310812737,0.9607853907219387,[0.59179642 1.25706354 0.27860406 ... 5.67187985 2.67018976 1.25706354]
144,0.9083540870303417,0.9986058727133246,"[1.13408833e-01 4.49511447e-01 1.78170022e+00 ... 1.82123191e-03
 1.82123191e-03 4.59485038e-04]"
145,0.9090923940795226,0.999737746732348,[0.11223268 0.02822849 0.4462221  ... 0.11223268 0.02822849 0.00709996]
146,0.5761118229402786,0.9422545838140232,[0.27209365 0.58278147 0.27209365 ... 1.2482255  0.27209365 0.58278147]
147,0.7008294624469201,0.974094819144819,[6.60924789 2.6415954  2.6415954  ... 0.06740985 0.02694248 0.06740985]
148,0.6453254921660654,0.9834604937327062,[0.03944914 0.091709   0.091709   ... 2.67861002 1.15221919 0.49563357]
149,0.7093121501358335,0.9861063428074595,[0.06399881 0.16206809 0.41041493 ... 1.03931882 2.63193058 1.03931882]
150,0.6092953389411928,0.9340723055246405,[0.02208782 0.04915187 0.10937728 ... 1.20528124 5.96846419 2.68210326]
151,0.8745647755638177,0.9993222204051895,[0.1670311  0.58777249 0.58777249 ... 0.1670311  0.58777249 0.1670311 ]
152,0.7574498825157796,0.9919721009043857,[2.55193669 6.95957525 2.55193669 ... 0.34311856 0.93574401 0.34311856]
153,0.7909910183595827,0.9968423421061698,[0.03518484 0.10179373 0.2945008  ... 0.2945008  0.2945008  0.85202418]
154,0.7431058786294726,0.9921094695870428,[0.01921209 0.00721013 0.05119249 ... 0.36347083 0.1364074  0.36347083]
155,0.7941532517449558,0.9959899438242162,[0.03421673 0.0995863  0.01175648 ... 0.03421673 0.0995863  0.2898416 ]
156,0.8402414872015584,0.9975000063745527,"[2.27133271e+00 7.07603088e-01 7.29074303e+00 ... 6.86764200e-02
 6.66539016e-03 2.13952129e-02]"
157,0.9051116670278659,0.9991425092700476,[0.00774986 0.03031396 0.11857453 ... 0.11857453 0.00774986 0.03031396]
158,0.6307655151288432,0.9817961514734619,[0.04321129 0.09866467 0.22528178 ... 0.22528178 0.51438759 0.22528178]
159,0.8860735147534271,0.9992220593024506,[0.01117549 0.04078512 0.04078512 ... 0.00083907 0.00022991 0.00083907]
160,0.783229270921058,0.9915427485835882,[0.10725506 0.30588127 0.87234437 ... 2.48784341 0.30588127 0.87234437]
161,0.8979798081887278,0.9993564459513086,[0.49444105 1.88153438 0.12993223 ... 0.03414438 0.00897267 0.00235789]
162,0.7644422752387252,0.9900342626206942,[0.33310283 0.1207186  0.04374919 ... 2.53621812 0.91914168 0.33310283]
163,0.8262122069254579,0.995979079155189,[0.02503873 0.00805627 0.00259212 ... 0.24186276 0.24186276 0.0778199 ]
164,0.8737342386107689,0.9989143357150048,[0.04795765 0.01366254 0.00389229 ... 0.01366254 0.16833885 0.04795765]
165,0.5867871543085094,0.9502132672540284,[2.67741039 1.23500226 0.56966634 ... 2.67741039 5.80446419 2.67741039]
166,0.7897941711447479,0.9950132419630409,"[ 7.12606589 20.57035176 20.57035176 ...  0.10263188  0.10263188
  0.29626079]"
167,0.9003915580768004,0.9994628482805159,"[2.22674724e-03 8.55087848e-03 8.55087848e-03 ... 4.84206001e-01
 7.14019034e+00 1.85938780e+00]"
168,0.7409136963160258,0.9892384261888171,[0.0519854  0.01957719 0.00737258 ... 0.36655853 0.13804236 0.0519854 ]
169,0.9028098099216486,0.9987665480699411,"[8.13641574e-03 2.09913534e-03 8.13641574e-03 ... 2.75923874e+01
 1.06950291e+02 2.75923874e+01]"
170,0.8020800177059937,0.996912478652469,[0.27810457 0.82192445 0.82192445 ... 0.09409885 0.03183908 0.010773  ]
171,0.8375002079045433,0.9944622114255863,[0.22464916 0.07044322 0.02208888 ... 0.07044322 0.07044322 0.22464916]
172,0.7025776353434044,0.9782457257212145,[0.16729576 0.41960581 0.41960581 ... 1.05244168 0.41960581 0.16729576]
173,0.701407463694965,0.9779896722452345,[0.42119733 1.05469014 0.16820788 ... 0.16820788 0.0671749  0.16820788]
174,0.7738836870742929,0.9907839985872269,[0.31947971 0.1139101  0.31947971 ... 0.31947971 0.1139101  0.31947971]
175,0.8863372982862253,0.9995747761595909,[0.54216501 0.14842781 0.54216501 ... 0.54216501 0.54216501 1.98037614]
176,0.7317233125231166,0.9936179038208032,[0.37943845 0.14494213 0.05536661 ... 2.60036758 6.80740272 2.60036758]
177,0.814928020000082,0.9938248746090484,[0.78538183 0.25890477 2.38243815 ... 0.08534916 0.08534916 0.25890477]
178,0.862463202428716,0.9987208201901545,[0.18601637 0.63212402 0.0547394  ... 0.0547394  0.01610827 0.00474021]
179,0.6301706787866663,0.9654913573329095,[1.17539077 0.5151489  0.22577886 ... 0.0989541  0.04336949 0.0989541 ]
180,0.592738803559469,0.9672814183770884,[0.25760805 0.56230359 1.22738914 ... 0.01134785 0.02476995 0.05406754]
181,0.7484704467254288,0.9939632770685621,[0.13242428 0.04927426 0.04927426 ... 0.95645098 0.35588949 0.13242428]
182,0.7732371995750049,0.9936854612160037,[0.1143736  0.3204162  0.3204162  ... 0.01457298 0.00520187 0.01457298]
183,0.5603873714769705,0.9444895009010666,[0.06456942 0.13589071 0.03068061 ... 0.06456942 0.06456942 0.13589071]
184,0.7209907911589573,0.9837702838591131,[2.61662045 1.01580531 0.39434853 ... 0.39434853 2.61662045 1.01580531]
185,0.8698717010841297,0.998900431289186,[0.00034652 0.00120254 0.00417319 ... 0.00034652 0.00417319 0.00120254]
186,0.7916455400501817,0.9941181001919285,[0.10133599 0.03498355 0.29353751 ... 7.13449583 2.46299423 0.85028301]
187,0.9029094444637904,0.9993757868305825,[1.83560026 0.47338687 0.47338687 ... 1.83560026 0.12208275 0.47338687]
188,0.6191522726164718,0.9398510089249309,[0.23503592 0.10439093 0.52918279 ... 0.52918279 0.52918279 1.19145372]
189,0.6794809181170356,0.9870305524634306,[0.45072448 1.0951454  0.45072448 ... 0.45072448 0.45072448 1.0951454 ]
190,0.8252450397817951,0.9965056827556688,[0.24332996 0.0784593  0.0784593  ... 0.0784593  0.0784593  0.24332996]
191,0.8619426493283574,0.9992561200284317,[0.01622514 0.00478145 0.01622514 ... 0.01622514 0.18682951 0.05505756]
192,0.5613499360219397,0.928057582684793,[0.28513489 0.60072542 0.13533954 ... 0.60072542 0.28513489 0.13533954]
193,0.6630840438553343,0.9878249993582295,[0.19868538 0.08355636 0.08355636 ... 0.08355636 0.19868538 0.47244612]
194,0.7722321052575443,0.9952956397527988,[0.01471653 0.04115579 0.04115579 ... 0.32187109 0.32187109 0.115095  ]
195,0.6438128379816634,0.9631945560725399,"[14.42408875 33.46894272  6.21634027 ...  0.21444719  0.21444719
  0.09242017]"
196,0.6074828046109735,0.9487677364590745,[0.04967551 0.11030692 0.24494194 ... 0.11030692 0.11030692 0.04967551]
197,0.778673582787061,0.9900313036434635,[0.00488222 0.0138097  0.0138097  ... 0.88399603 2.50044242 0.88399603]
198,0.8096115190516295,0.9966272802192909,[0.02964548 0.08894757 0.08894757 ... 0.08894757 0.26687605 0.08894757]
199,0.8753682789590217,0.997353378885308,"[1.07057820e-03 3.77648003e-03 1.33215877e-02 ... 2.56666252e+01
 2.06267676e+00 7.27612201e+00]"
