,GQQ,LDA
0,0.6030886158371837,0.47747844250694044
1,0.5354677919496542,0.7364570381885612
2,0.6420374918094918,0.9420441917713275
3,0.5040255815820288,0.7744303787229149
4,0.7277758528891615,0.9284101241849982
5,0.5915644267685576,0.8919540035201144
6,0.35304753698480507,0.7135274622124606
7,0.39934291233709307,0.6788634125107202
8,0.5756435729907283,0.8243138328062842
9,0.4665630851498933,0.7637381558148802
10,0.6650402577748591,0.8574513890455121
11,0.19059817580064053,0.5681492832233049
12,0.5758172989315523,0.7839240443788134
13,0.6361208172788779,0.8119676453101062
14,0.4097770308517953,0.7293851918809166
15,0.4303255614398872,0.8143000722572239
16,0.4510260974558786,0.7056408080506591
17,0.6529531179643777,0.6664460542461079
18,0.5554721883572653,0.8204697783981862
19,0.47516499104029464,0.626520908339092
20,0.3312286909522383,0.7321452274187329
21,0.3146993360984972,0.6770099293836528
22,0.5815449043307301,0.7721397938982961
23,0.14706849220616525,0.5796396070190765
24,0.5470727900882841,0.7190905661454436
25,0.2462820127709784,0.8020617488729571
26,0.5300724073944947,0.8004900118873546
27,0.17721176509706826,0.5366563353658153
28,0.5731743767728052,0.8335076296409071
29,0.738051637778102,0.8841121494735079
30,0.21659600289809045,0.6799126294421133
31,0.28836947289367765,0.4600102091080378
32,0.7235609521416024,0.8322703196868945
33,0.6525096332449103,0.8239001748925688
34,0.3355997109687866,0.7160517520337927
35,0.2121881377623086,0.6101204394823333
36,0.5720045532078506,0.8896002630676184
37,0.6084954807713872,0.6236774883970448
38,0.4839592842523841,0.8466769000231918
39,0.18470294921068553,0.581024873219408
40,0.36948036127638184,0.8349298723278421
41,0.30630156985666657,0.6185138142132577
42,0.536174475945582,0.7188345505202874
43,0.47133795364340647,0.595813230906459
44,0.572305224349592,0.8210521525002729
45,0.5805892713059939,0.8661895420700663
46,0.5257352285495029,0.7886318127395915
47,0.4028130181460886,0.6243737789861742
48,0.11191868660437576,0.38621789887707103
49,0.6625155822480018,0.80605590754046
50,0.5896120981867665,0.5072817634027891
51,0.46868689381935214,0.7816941709267838
52,0.44145426626450446,0.5476103221013564
53,0.60662608908129,0.6956923450211635
54,0.18296745058960429,0.5279784566044438
55,0.6074499250543623,0.9123694523204732
56,0.538447270726703,0.5086627883113876
57,0.6218379209252051,0.6333106694250775
58,0.6041093491574913,0.43640602823336794
59,0.67242436746568,0.9153536248631947
60,0.3953054260776938,0.566453557957509
61,0.47992639716228347,0.7921234652305803
62,0.49255636460529384,0.4102685850227654
63,0.6442366328934228,0.7786612024875849
64,0.07038606759859112,0.5421452702626879
65,0.6096938388512019,0.4189172764505094
66,0.5886350722371889,0.6577316221661695
67,0.36486606224451124,0.8106770398309718
68,0.5666137714948822,0.8518627722641733
69,0.5318456964793883,0.7321594014483647
70,0.49419521418066414,0.8010509081759253
71,0.5728246618272543,0.750512028335771
72,0.6101803405765451,0.6277294792534512
73,0.553243545522333,0.7220230857640422
74,0.3331031505904295,0.8377515199664369
75,0.42686523721646774,0.7502767791664118
76,0.1367463687615097,0.4395280338243939
77,0.5725156654977921,0.7126001515174217
78,0.32437536288713464,0.728635603014852
79,0.6797598784892143,0.8282925649721339
80,0.588482392090422,0.8062634546712412
81,0.21230468727296126,0.8413605770665968
82,0.458245713941818,0.7352722054926272
83,0.5193522088802021,0.7425200560275821
84,0.4300668773632311,0.8302137969705838
85,0.4697099575946905,0.7088929584772166
86,0.6150756366065115,0.7843930425685611
87,0.21768650566343128,0.7286065091991375
88,0.6259854211788742,0.8266916205534947
89,0.6184173326701001,0.7728307042573825
90,0.49186963454093635,0.7925690631609689
91,0.10765007347076094,0.5402076482558459
92,0.4346079001291878,0.7464248448502148
93,0.49826224130534846,0.7701858527788356
94,0.6833136472322218,0.8164128778531063
95,0.32344640995041274,0.6711322647500607
96,0.10928968276412587,0.6154930369764238
97,0.4665968003248149,0.6889688294338285
98,0.282156848063285,0.6197787548565878
99,0.15311582932284595,0.6729774280914437
100,0.3542098700453695,0.8692125499513308
101,0.20207955737033123,0.6614600242923487
102,0.4689852915820426,0.8426808310159288
103,0.5959184851971437,0.7308262358458756
104,0.500670105170308,0.9225793347420365
105,0.20830881990552585,0.6122339361558353
106,0.24217848383924623,0.5989300624862799
107,0.32883041365296184,0.8679340078034857
108,0.45736071870906736,0.699150234496648
109,0.5942259521122689,0.8203302447150842
110,0.1908426795291852,0.7383406134761973
111,0.10677403565896104,0.44724166332222964
112,0.5304552573716956,0.8063849365757418
113,0.33236638624556836,0.8524240221141163
114,0.23891153093830098,0.7038879555178107
115,0.5958487281859783,0.7412126895544979
116,0.6286169223247514,0.7449676362929326
117,0.40235713477587465,0.6944244337072611
118,0.5812776171318661,0.7792048889919427
119,0.09883617272738476,0.5314864330742554
120,0.5535660805518009,0.8233578074182687
121,0.5356138684337441,0.8367162326838611
122,0.4447821498985637,0.8634980727451063
123,0.2919341659734539,0.7270186135392078
124,0.5542926804527967,0.8624175629492365
125,0.25768978634515327,0.9294953618734628
126,0.6166786298893452,0.8105977723027679
127,0.6540261655796328,0.747051252409384
128,0.3531501351300125,0.7143720095041034
129,0.6437732157511283,0.8448658366938581
130,0.2697510733829579,0.569967461898059
131,0.42362012875981436,0.8160704920314916
132,0.37384165614318865,0.6790010854588051
133,0.28986996678166,0.7494739002536798
134,0.5817148320614902,0.671453100341316
135,0.47759908719892863,0.7666546152405523
136,0.6412422991476698,0.8282990940750555
137,0.3175830838533039,0.5927965866151305
138,0.5241725398674699,0.42900417574336175
139,0.2164299420148159,0.5588065192568097
