,GQQ,LDA,Strength
0,0.6687269986310562,0.9733543802783093,21
1,0.5132480313424337,0.9550674303928018,23
2,0.521874172539319,0.9644809896627209,24
3,0.5605445006577191,0.9403715901854065,25
4,0.658210038165088,0.9437014447833835,43
5,0.6568769031908874,0.7997149832910249,47
