YYYY,DOY,HR,MN,SYMH
2018,221,16,42,0
2018,221,16,43,0
2018,221,16,44,0
2018,221,16,45,0
2018,221,16,46,0
2018,221,16,47,0
2018,221,16,48,0
2018,221,16,49,0
2018,221,16,50,1
2018,221,16,51,1
2018,221,16,52,1
2018,221,16,53,1
2018,221,16,54,1
2018,221,16,55,1
2018,221,16,56,1
2018,221,16,57,1
2018,221,16,58,1
2018,221,16,59,1
2018,221,17,0,1
2018,221,17,1,1
2018,221,17,2,1
2018,221,17,3,1
2018,221,17,4,1
2018,221,17,5,1
2018,221,17,6,1
2018,221,17,7,1
2018,221,17,8,1
2018,221,17,9,1
2018,221,17,10,1
2018,221,17,11,1
2018,221,17,12,1
2018,221,17,13,1
2018,221,17,14,1
2018,221,17,15,1
2018,221,17,16,0
2018,221,17,17,0
2018,221,17,18,0
2018,221,17,19,0
2018,221,17,20,0
2018,221,17,21,0
2018,221,17,22,0
2018,221,17,23,-1
2018,221,17,24,-1
2018,221,17,25,-1
2018,221,17,26,-1
2018,221,17,27,-1
2018,221,17,28,-1
2018,221,17,29,-1
2018,221,17,30,-1
2018,221,17,31,-1
2018,221,17,32,-1
2018,221,17,33,-1
2018,221,17,34,-1
2018,221,17,35,-1
2018,221,17,36,-1
2018,221,17,37,-1
2018,221,17,38,-1
2018,221,17,39,-1
2018,221,17,40,-1
2018,221,17,41,-1
2018,221,17,42,-2
2018,221,17,43,-2
2018,221,17,44,-1
2018,221,17,45,-2
2018,221,17,46,-1
2018,221,17,47,-1
2018,221,17,48,-2
2018,221,17,49,-2
2018,221,17,50,-2
2018,221,17,51,-2
2018,221,17,52,-2
2018,221,17,53,-2
2018,221,17,54,-2
2018,221,17,55,-2
2018,221,17,56,-2
2018,221,17,57,-2
2018,221,17,58,-2
2018,221,17,59,-2
2018,221,18,0,-2
2018,221,18,1,-2
2018,221,18,2,-2
2018,221,18,3,-2
2018,221,18,4,-2
2018,221,18,5,-2
2018,221,18,6,-2
2018,221,18,7,-1
2018,221,18,8,-2
2018,221,18,9,-1
2018,221,18,10,-1
2018,221,18,11,-1
2018,221,18,12,-1
2018,221,18,13,-1
2018,221,18,14,-1
2018,221,18,15,-1
2018,221,18,16,-1
2018,221,18,17,-1
2018,221,18,18,-1
2018,221,18,19,-1
2018,221,18,20,0
2018,221,18,21,0
2018,221,18,22,-1
2018,221,18,23,0
2018,221,18,24,0
2018,221,18,25,0
2018,221,18,26,0
2018,221,18,27,0
2018,221,18,28,1
2018,221,18,29,1
2018,221,18,30,1
2018,221,18,31,1
2018,221,18,32,1
2018,221,18,33,1
2018,221,18,34,0
2018,221,18,35,0
2018,221,18,36,0
2018,221,18,37,0
2018,221,18,38,0
2018,221,18,39,0
2018,221,18,40,0
2018,221,18,41,0
2018,221,18,42,0
2018,221,18,43,0
2018,221,18,44,0
2018,221,18,45,0
2018,221,18,46,0
2018,221,18,47,0
2018,221,18,48,0
2018,221,18,49,0
2018,221,18,50,0
2018,221,18,51,0
2018,221,18,52,-1
2018,221,18,53,-1
2018,221,18,54,-1
2018,221,18,55,-1
2018,221,18,56,-1
2018,221,18,57,-1
2018,221,18,58,-1
2018,221,18,59,-1
2018,221,19,0,-1
2018,221,19,1,-1
2018,221,19,2,-1
2018,221,19,3,-1
2018,221,19,4,-1
2018,221,19,5,-2
2018,221,19,6,-2
2018,221,19,7,-2
2018,221,19,8,-2
2018,221,19,9,-2
2018,221,19,10,-3
2018,221,19,11,-3
2018,221,19,12,-4
2018,221,19,13,-4
2018,221,19,14,-4
2018,221,19,15,-4
2018,221,19,16,-4
2018,221,19,17,-4
2018,221,19,18,-4
2018,221,19,19,-5
2018,221,19,20,-5
2018,221,19,21,-5
2018,221,19,22,-5
2018,221,19,23,-4
2018,221,19,24,-4
2018,221,19,25,-4
2018,221,19,26,-5
2018,221,19,27,-5
2018,221,19,28,-4
2018,221,19,29,-5
2018,221,19,30,-4
2018,221,19,31,-4
2018,221,19,32,-5
2018,221,19,33,-5
2018,221,19,34,-4
2018,221,19,35,-4
2018,221,19,36,-4
2018,221,19,37,-4
2018,221,19,38,-5
2018,221,19,39,-4
2018,221,19,40,-4
2018,221,19,41,-5
2018,221,19,42,-5
2018,221,19,43,-4
2018,221,19,44,-4
2018,221,19,45,-5
2018,221,19,46,-5
2018,221,19,47,-4
2018,221,19,48,-4
2018,221,19,49,-4
2018,221,19,50,-4
2018,221,19,51,-4
2018,221,19,52,-4
2018,221,19,53,-4
2018,221,19,54,-3
2018,221,19,55,-2
2018,221,19,56,-2
2018,221,19,57,-2
2018,221,19,58,-2
2018,221,19,59,-2
2018,221,20,0,-2
2018,221,20,1,-2
2018,221,20,2,-2
2018,221,20,3,-2
2018,221,20,4,-2
2018,221,20,5,-2
2018,221,20,6,-2
2018,221,20,7,-2
2018,221,20,8,-3
2018,221,20,9,-3
2018,221,20,10,-4
2018,221,20,11,-4
2018,221,20,12,-3
2018,221,20,13,-3
2018,221,20,14,-2
2018,221,20,15,-2
2018,221,20,16,-2
2018,221,20,17,-2
2018,221,20,18,-2
2018,221,20,19,-3
2018,221,20,20,-3
2018,221,20,21,-4
2018,221,20,22,-4
2018,221,20,23,-4
2018,221,20,24,-4
2018,221,20,25,-4
2018,221,20,26,-4
2018,221,20,27,-3
2018,221,20,28,-3
2018,221,20,29,-2
2018,221,20,30,-2
2018,221,20,31,-2
2018,221,20,32,-1
2018,221,20,33,-1
2018,221,20,34,-1
2018,221,20,35,-1
2018,221,20,36,0
2018,221,20,37,0
2018,221,20,38,0
2018,221,20,39,0
2018,221,20,40,0
2018,221,20,41,0
2018,221,20,42,0
2018,221,20,43,0
2018,221,20,44,0
2018,221,20,45,0
2018,221,20,46,0
2018,221,20,47,0
2018,221,20,48,0
2018,221,20,49,0
2018,221,20,50,0
2018,221,20,51,0
2018,221,20,52,-1
2018,221,20,53,-1
2018,221,20,54,0
2018,221,20,55,-1
2018,221,20,56,-1
2018,221,20,57,-1
2018,221,20,58,0
2018,221,20,59,0
2018,221,21,0,0
2018,221,21,1,0
2018,221,21,2,1
2018,221,21,3,1
2018,221,21,4,1
2018,221,21,5,0
2018,221,21,6,0
2018,221,21,7,0
2018,221,21,8,0
2018,221,21,9,0
2018,221,21,10,0
2018,221,21,11,0
2018,221,21,12,0
2018,221,21,13,0
2018,221,21,14,0
2018,221,21,15,0
2018,221,21,16,-1
2018,221,21,17,0
2018,221,21,18,0
2018,221,21,19,0
2018,221,21,20,0
2018,221,21,21,0
2018,221,21,22,-1
2018,221,21,23,-1
2018,221,21,24,-1
2018,221,21,25,-1
2018,221,21,26,-1
2018,221,21,27,-1
2018,221,21,28,-1
2018,221,21,29,-1
2018,221,21,30,0
2018,221,21,31,-1
2018,221,21,32,-1
2018,221,21,33,-1
2018,221,21,34,-1
2018,221,21,35,-1
2018,221,21,36,-1
2018,221,21,37,0
2018,221,21,38,0
2018,221,21,39,0
2018,221,21,40,1
2018,221,21,41,0
2018,221,21,42,0
2018,221,21,43,-1
2018,221,21,44,-1
2018,221,21,45,-1
2018,221,21,46,-1
2018,221,21,47,-1
2018,221,21,48,-1
2018,221,21,49,-1
2018,221,21,50,-1
2018,221,21,51,0
2018,221,21,52,0
2018,221,21,53,0
2018,221,21,54,0
2018,221,21,55,0
2018,221,21,56,0
2018,221,21,57,0
2018,221,21,58,0
2018,221,21,59,0
2018,221,22,0,1
2018,221,22,1,1
2018,221,22,2,1
2018,221,22,3,1
2018,221,22,4,1
2018,221,22,5,1
2018,221,22,6,1
2018,221,22,7,2
2018,221,22,8,2
2018,221,22,9,2
2018,221,22,10,2
2018,221,22,11,2
2018,221,22,12,2
2018,221,22,13,2
2018,221,22,14,2
2018,221,22,15,2
2018,221,22,16,2
2018,221,22,17,2
2018,221,22,18,2
2018,221,22,19,2
2018,221,22,20,2
2018,221,22,21,2
2018,221,22,22,1
2018,221,22,23,2
2018,221,22,24,1
2018,221,22,25,1
2018,221,22,26,1
2018,221,22,27,1
2018,221,22,28,1
2018,221,22,29,1
2018,221,22,30,1
2018,221,22,31,1
2018,221,22,32,1
2018,221,22,33,1
2018,221,22,34,1
2018,221,22,35,1
2018,221,22,36,1
2018,221,22,37,1
2018,221,22,38,1
2018,221,22,39,1
2018,221,22,40,1
2018,221,22,41,1
2018,221,22,42,1
2018,221,22,43,1
2018,221,22,44,1
2018,221,22,45,1
2018,221,22,46,1
2018,221,22,47,1
2018,221,22,48,1
2018,221,22,49,1
2018,221,22,50,1
2018,221,22,51,1
2018,221,22,52,1
2018,221,22,53,1
2018,221,22,54,1
2018,221,22,55,1
2018,221,22,56,1
2018,221,22,57,1
2018,221,22,58,2
2018,221,22,59,2
2018,221,23,0,2
2018,221,23,1,2
2018,221,23,2,2
2018,221,23,3,2
2018,221,23,4,2
2018,221,23,5,2
2018,221,23,6,2
2018,221,23,7,2
2018,221,23,8,2
2018,221,23,9,2
2018,221,23,10,2
2018,221,23,11,2
2018,221,23,12,2
2018,221,23,13,2
2018,221,23,14,2
2018,221,23,15,2
2018,221,23,16,2
2018,221,23,17,2
2018,221,23,18,2
2018,221,23,19,2
2018,221,23,20,2
2018,221,23,21,2
2018,221,23,22,2
2018,221,23,23,2
2018,221,23,24,2
2018,221,23,25,2
2018,221,23,26,3
2018,221,23,27,2
2018,221,23,28,2
2018,221,23,29,3
2018,221,23,30,3
2018,221,23,31,3
2018,221,23,32,2
2018,221,23,33,2
2018,221,23,34,3
2018,221,23,35,3
2018,221,23,36,2
2018,221,23,37,2
2018,221,23,38,2
2018,221,23,39,2
2018,221,23,40,2
2018,221,23,41,2
2018,221,23,42,2
2018,221,23,43,2
2018,221,23,44,2
2018,221,23,45,2
2018,221,23,46,2
2018,221,23,47,2
2018,221,23,48,2
2018,221,23,49,2
2018,221,23,50,3
2018,221,23,51,3
2018,221,23,52,3
2018,221,23,53,3
2018,221,23,54,3
2018,221,23,55,3
2018,221,23,56,3
2018,221,23,57,3
2018,221,23,58,3
2018,221,23,59,3
2018,222,0,0,3
2018,222,0,1,3
2018,222,0,2,3
2018,222,0,3,3
2018,222,0,4,3
2018,222,0,5,3
2018,222,0,6,3
2018,222,0,7,4
2018,222,0,8,4
2018,222,0,9,4
2018,222,0,10,4
2018,222,0,11,3
2018,222,0,12,4
2018,222,0,13,4
2018,222,0,14,4
2018,222,0,15,4
2018,222,0,16,4
2018,222,0,17,4
2018,222,0,18,4
2018,222,0,19,3
2018,222,0,20,3
2018,222,0,21,3
2018,222,0,22,4
2018,222,0,23,3
2018,222,0,24,3
2018,222,0,25,3
2018,222,0,26,3
2018,222,0,27,3
2018,222,0,28,3
2018,222,0,29,3
2018,222,0,30,3
2018,222,0,31,3
2018,222,0,32,3
2018,222,0,33,3
2018,222,0,34,3
2018,222,0,35,3
2018,222,0,36,3
2018,222,0,37,3
2018,222,0,38,3
2018,222,0,39,3
2018,222,0,40,3
2018,222,0,41,3
2018,222,0,42,3
2018,222,0,43,4
2018,222,0,44,3
2018,222,0,45,4
2018,222,0,46,4
2018,222,0,47,4
2018,222,0,48,4
2018,222,0,49,4
2018,222,0,50,4
2018,222,0,51,4
2018,222,0,52,4
2018,222,0,53,4
2018,222,0,54,4
2018,222,0,55,4
2018,222,0,56,4
2018,222,0,57,4
2018,222,0,58,4
2018,222,0,59,4
2018,222,1,0,4
2018,222,1,1,4
2018,222,1,2,4
2018,222,1,3,4
2018,222,1,4,4
2018,222,1,5,4
2018,222,1,6,4
2018,222,1,7,4
2018,222,1,8,4
2018,222,1,9,4
2018,222,1,10,4
2018,222,1,11,4
2018,222,1,12,4
2018,222,1,13,4
2018,222,1,14,4
2018,222,1,15,4
2018,222,1,16,4
2018,222,1,17,4
2018,222,1,18,4
2018,222,1,19,4
2018,222,1,20,4
2018,222,1,21,4
2018,222,1,22,4
2018,222,1,23,4
2018,222,1,24,4
2018,222,1,25,4
2018,222,1,26,4
2018,222,1,27,4
2018,222,1,28,4
2018,222,1,29,4
2018,222,1,30,4
2018,222,1,31,4
2018,222,1,32,4
2018,222,1,33,4
2018,222,1,34,3
2018,222,1,35,4
2018,222,1,36,3
2018,222,1,37,3
2018,222,1,38,3
2018,222,1,39,3
2018,222,1,40,3
2018,222,1,41,3
2018,222,1,42,3
2018,222,1,43,3
2018,222,1,44,3
2018,222,1,45,3
2018,222,1,46,3
2018,222,1,47,2
2018,222,1,48,2
2018,222,1,49,2
2018,222,1,50,2
2018,222,1,51,2
2018,222,1,52,2
2018,222,1,53,2
2018,222,1,54,1
2018,222,1,55,1
2018,222,1,56,1
2018,222,1,57,1
2018,222,1,58,1
2018,222,1,59,1
2018,222,2,0,1
2018,222,2,1,0
2018,222,2,2,0
2018,222,2,3,0
2018,222,2,4,0
2018,222,2,5,0
2018,222,2,6,0
2018,222,2,7,0
2018,222,2,8,0
2018,222,2,9,-1
2018,222,2,10,-1
2018,222,2,11,-1
2018,222,2,12,-1
2018,222,2,13,-1
2018,222,2,14,-1
2018,222,2,15,-1
2018,222,2,16,-1
2018,222,2,17,-2
2018,222,2,18,-2
2018,222,2,19,-2
2018,222,2,20,-3
2018,222,2,21,-2
2018,222,2,22,-3
2018,222,2,23,-2
2018,222,2,24,-2
2018,222,2,25,-2
2018,222,2,26,-2
2018,222,2,27,-2
2018,222,2,28,-2
2018,222,2,29,-3
2018,222,2,30,-3
2018,222,2,31,-3
2018,222,2,32,-3
2018,222,2,33,-3
2018,222,2,34,-3
2018,222,2,35,-3
2018,222,2,36,-3
2018,222,2,37,-3
2018,222,2,38,-3
2018,222,2,39,-2
2018,222,2,40,-3
2018,222,2,41,-3
2018,222,2,42,-2
2018,222,2,43,-2
2018,222,2,44,-2
2018,222,2,45,-2
2018,222,2,46,-1
2018,222,2,47,-1
2018,222,2,48,-1
2018,222,2,49,-1
2018,222,2,50,-1
2018,222,2,51,-1
2018,222,2,52,-1
2018,222,2,53,-2
2018,222,2,54,-2
2018,222,2,55,-2
2018,222,2,56,-2
2018,222,2,57,-2
2018,222,2,58,-2
2018,222,2,59,-2
2018,222,3,0,-2
2018,222,3,1,-2
2018,222,3,2,-1
2018,222,3,3,-2
2018,222,3,4,-2
2018,222,3,5,-2
2018,222,3,6,-1
2018,222,3,7,-1
2018,222,3,8,-1
2018,222,3,9,0
2018,222,3,10,0
2018,222,3,11,0
2018,222,3,12,0
2018,222,3,13,0
2018,222,3,14,1
2018,222,3,15,1
2018,222,3,16,1
2018,222,3,17,1
2018,222,3,18,1
2018,222,3,19,2
2018,222,3,20,2
2018,222,3,21,2
2018,222,3,22,2
2018,222,3,23,2
2018,222,3,24,2
2018,222,3,25,2
2018,222,3,26,2
2018,222,3,27,2
2018,222,3,28,2
2018,222,3,29,2
2018,222,3,30,2
2018,222,3,31,2
2018,222,3,32,2
2018,222,3,33,2
2018,222,3,34,2
2018,222,3,35,2
2018,222,3,36,3
2018,222,3,37,3
2018,222,3,38,3
2018,222,3,39,3
2018,222,3,40,3
2018,222,3,41,3
2018,222,3,42,3
2018,222,3,43,3
2018,222,3,44,3
2018,222,3,45,3
2018,222,3,46,3
2018,222,3,47,3
2018,222,3,48,3
2018,222,3,49,3
2018,222,3,50,3
2018,222,3,51,3
2018,222,3,52,3
2018,222,3,53,3
2018,222,3,54,3
2018,222,3,55,3
2018,222,3,56,3
2018,222,3,57,3
2018,222,3,58,3
2018,222,3,59,3
2018,222,4,0,4
2018,222,4,1,4
2018,222,4,2,4
2018,222,4,3,4
2018,222,4,4,4
2018,222,4,5,4
2018,222,4,6,4
2018,222,4,7,4
2018,222,4,8,3
2018,222,4,9,3
2018,222,4,10,3
2018,222,4,11,3
2018,222,4,12,3
2018,222,4,13,3
2018,222,4,14,4
2018,222,4,15,4
2018,222,4,16,4
2018,222,4,17,4
2018,222,4,18,4
2018,222,4,19,4
2018,222,4,20,5
2018,222,4,21,5
2018,222,4,22,4
2018,222,4,23,4
2018,222,4,24,4
2018,222,4,25,4
2018,222,4,26,4
2018,222,4,27,4
2018,222,4,28,4
2018,222,4,29,4
2018,222,4,30,4
2018,222,4,31,4
2018,222,4,32,4
2018,222,4,33,4
2018,222,4,34,4
2018,222,4,35,4
2018,222,4,36,4
2018,222,4,37,3
2018,222,4,38,3
2018,222,4,39,3
2018,222,4,40,3
2018,222,4,41,3
2018,222,4,42,3
2018,222,4,43,4
2018,222,4,44,4
2018,222,4,45,4
2018,222,4,46,4
2018,222,4,47,4
2018,222,4,48,4
2018,222,4,49,4
2018,222,4,50,4
2018,222,4,51,4
2018,222,4,52,5
2018,222,4,53,5
2018,222,4,54,5
2018,222,4,55,5
2018,222,4,56,5
2018,222,4,57,5
2018,222,4,58,5
2018,222,4,59,4
2018,222,5,0,4
2018,222,5,1,4
2018,222,5,2,4
2018,222,5,3,4
2018,222,5,4,4
2018,222,5,5,4
2018,222,5,6,4
2018,222,5,7,4
2018,222,5,8,4
2018,222,5,9,4
2018,222,5,10,4
2018,222,5,11,3
2018,222,5,12,3
2018,222,5,13,3
2018,222,5,14,3
2018,222,5,15,3
2018,222,5,16,4
2018,222,5,17,4
2018,222,5,18,5
2018,222,5,19,5
2018,222,5,20,6
2018,222,5,21,6
2018,222,5,22,6
2018,222,5,23,6
2018,222,5,24,7
2018,222,5,25,6
2018,222,5,26,7
2018,222,5,27,7
2018,222,5,28,7
2018,222,5,29,7
2018,222,5,30,8
2018,222,5,31,8
2018,222,5,32,8
2018,222,5,33,7
2018,222,5,34,6
2018,222,5,35,5
2018,222,5,36,4
2018,222,5,37,4
2018,222,5,38,4
2018,222,5,39,4
2018,222,5,40,4
2018,222,5,41,4
2018,222,5,42,5
2018,222,5,43,5
2018,222,5,44,6
2018,222,5,45,6
2018,222,5,46,7
2018,222,5,47,7
2018,222,5,48,8
2018,222,5,49,8
2018,222,5,50,8
2018,222,5,51,7
2018,222,5,52,7
2018,222,5,53,7
2018,222,5,54,7
2018,222,5,55,7
2018,222,5,56,7
2018,222,5,57,7
2018,222,5,58,7
2018,222,5,59,7
2018,222,6,0,7
2018,222,6,1,8
2018,222,6,2,9
2018,222,6,3,8
2018,222,6,4,9
2018,222,6,5,9
2018,222,6,6,9
2018,222,6,7,8
2018,222,6,8,9
2018,222,6,9,8
2018,222,6,10,8
2018,222,6,11,8
2018,222,6,12,8
2018,222,6,13,8
2018,222,6,14,7
2018,222,6,15,7
2018,222,6,16,8
2018,222,6,17,8
2018,222,6,18,8
2018,222,6,19,8
2018,222,6,20,8
2018,222,6,21,8
2018,222,6,22,8
2018,222,6,23,8
2018,222,6,24,8
2018,222,6,25,8
2018,222,6,26,8
2018,222,6,27,8
2018,222,6,28,9
2018,222,6,29,9
2018,222,6,30,8
2018,222,6,31,8
2018,222,6,32,8
2018,222,6,33,8
2018,222,6,34,8
2018,222,6,35,8
2018,222,6,36,8
2018,222,6,37,8
2018,222,6,38,8
2018,222,6,39,8
2018,222,6,40,8
2018,222,6,41,8
2018,222,6,42,8
2018,222,6,43,8
2018,222,6,44,8
2018,222,6,45,8
2018,222,6,46,8
2018,222,6,47,8
2018,222,6,48,9
2018,222,6,49,9
2018,222,6,50,9
2018,222,6,51,10
2018,222,6,52,10
2018,222,6,53,10
2018,222,6,54,10
2018,222,6,55,10
2018,222,6,56,10
2018,222,6,57,10
2018,222,6,58,9
2018,222,6,59,10
2018,222,7,0,9
2018,222,7,1,9
2018,222,7,2,9
2018,222,7,3,9
2018,222,7,4,8
2018,222,7,5,9
2018,222,7,6,8
2018,222,7,7,9
2018,222,7,8,9
2018,222,7,9,8
2018,222,7,10,8
2018,222,7,11,8
2018,222,7,12,7
2018,222,7,13,7
2018,222,7,14,7
2018,222,7,15,7
2018,222,7,16,6
2018,222,7,17,6
2018,222,7,18,6
2018,222,7,19,7
2018,222,7,20,7
2018,222,7,21,7
2018,222,7,22,7
2018,222,7,23,8
2018,222,7,24,8
2018,222,7,25,7
2018,222,7,26,7
2018,222,7,27,7
2018,222,7,28,6
2018,222,7,29,6
2018,222,7,30,6
2018,222,7,31,6
2018,222,7,32,6
2018,222,7,33,6
2018,222,7,34,6
2018,222,7,35,6
2018,222,7,36,6
2018,222,7,37,6
2018,222,7,38,5
2018,222,7,39,5
2018,222,7,40,5
2018,222,7,41,5
2018,222,7,42,5
2018,222,7,43,5
2018,222,7,44,5
2018,222,7,45,5
2018,222,7,46,5
2018,222,7,47,5
2018,222,7,48,5
2018,222,7,49,5
2018,222,7,50,5
2018,222,7,51,5
2018,222,7,52,5
2018,222,7,53,6
2018,222,7,54,6
2018,222,7,55,6
2018,222,7,56,6
2018,222,7,57,7
2018,222,7,58,8
2018,222,7,59,8
2018,222,8,0,9
2018,222,8,1,9
2018,222,8,2,10
2018,222,8,3,10
2018,222,8,4,10
2018,222,8,5,10
2018,222,8,6,10
2018,222,8,7,10
2018,222,8,8,10
2018,222,8,9,10
2018,222,8,10,9
2018,222,8,11,9
2018,222,8,12,9
2018,222,8,13,9
2018,222,8,14,9
2018,222,8,15,9
2018,222,8,16,8
2018,222,8,17,8
2018,222,8,18,8
2018,222,8,19,7
2018,222,8,20,7
2018,222,8,21,7
2018,222,8,22,6
2018,222,8,23,6
2018,222,8,24,6
2018,222,8,25,6
2018,222,8,26,5
2018,222,8,27,5
2018,222,8,28,5
2018,222,8,29,5
2018,222,8,30,5
2018,222,8,31,5
2018,222,8,32,5
2018,222,8,33,5
2018,222,8,34,5
2018,222,8,35,5
2018,222,8,36,5
2018,222,8,37,5
2018,222,8,38,5
2018,222,8,39,5
2018,222,8,40,5
2018,222,8,41,5
2018,222,8,42,5
2018,222,8,43,5
2018,222,8,44,5
2018,222,8,45,5
2018,222,8,46,5
2018,222,8,47,5
2018,222,8,48,5
2018,222,8,49,5
2018,222,8,50,5
2018,222,8,51,5
2018,222,8,52,5
2018,222,8,53,5
2018,222,8,54,5
2018,222,8,55,5
2018,222,8,56,5
2018,222,8,57,5
2018,222,8,58,5
2018,222,8,59,5
2018,222,9,0,5
2018,222,9,1,5
2018,222,9,2,5
2018,222,9,3,5
2018,222,9,4,5
2018,222,9,5,5
2018,222,9,6,5
2018,222,9,7,5
2018,222,9,8,5
2018,222,9,9,5
2018,222,9,10,5
2018,222,9,11,5
2018,222,9,12,5
2018,222,9,13,6
2018,222,9,14,7
2018,222,9,15,7
2018,222,9,16,7
2018,222,9,17,8
2018,222,9,18,8
2018,222,9,19,8
2018,222,9,20,8
2018,222,9,21,8
2018,222,9,22,8
2018,222,9,23,8
2018,222,9,24,8
2018,222,9,25,8
2018,222,9,26,8
2018,222,9,27,8
2018,222,9,28,9
2018,222,9,29,9
2018,222,9,30,9
2018,222,9,31,9
2018,222,9,32,9
2018,222,9,33,9
2018,222,9,34,9
2018,222,9,35,9
2018,222,9,36,9
2018,222,9,37,8
2018,222,9,38,9
2018,222,9,39,9
2018,222,9,40,8
2018,222,9,41,8
2018,222,9,42,8
2018,222,9,43,8
2018,222,9,44,8
2018,222,9,45,8
2018,222,9,46,9
2018,222,9,47,9
2018,222,9,48,9
2018,222,9,49,9
2018,222,9,50,9
2018,222,9,51,9
2018,222,9,52,9
2018,222,9,53,9
2018,222,9,54,9
2018,222,9,55,9
2018,222,9,56,9
2018,222,9,57,9
2018,222,9,58,9
2018,222,9,59,8
2018,222,10,0,8
2018,222,10,1,8
2018,222,10,2,8
2018,222,10,3,8
2018,222,10,4,9
2018,222,10,5,9
2018,222,10,6,9
2018,222,10,7,9
2018,222,10,8,9
2018,222,10,9,9
2018,222,10,10,9
2018,222,10,11,9
2018,222,10,12,9
2018,222,10,13,10
2018,222,10,14,10
2018,222,10,15,10
2018,222,10,16,10
2018,222,10,17,10
2018,222,10,18,10
2018,222,10,19,10
2018,222,10,20,10
2018,222,10,21,10
2018,222,10,22,10
2018,222,10,23,10
2018,222,10,24,10
2018,222,10,25,10
2018,222,10,26,10
2018,222,10,27,10
2018,222,10,28,10
2018,222,10,29,10
2018,222,10,30,10
2018,222,10,31,10
2018,222,10,32,10
2018,222,10,33,10
2018,222,10,34,9
2018,222,10,35,9
2018,222,10,36,9
2018,222,10,37,9
2018,222,10,38,9
2018,222,10,39,10
2018,222,10,40,9
2018,222,10,41,9
2018,222,10,42,10
2018,222,10,43,10
2018,222,10,44,10
2018,222,10,45,10
2018,222,10,46,9
2018,222,10,47,9
2018,222,10,48,9
2018,222,10,49,9
2018,222,10,50,9
2018,222,10,51,9
2018,222,10,52,9
2018,222,10,53,9
2018,222,10,54,9
2018,222,10,55,9
2018,222,10,56,8
2018,222,10,57,8
2018,222,10,58,8
2018,222,10,59,8
2018,222,11,0,8
2018,222,11,1,7
2018,222,11,2,7
2018,222,11,3,7
2018,222,11,4,7
2018,222,11,5,7
2018,222,11,6,7
2018,222,11,7,8
2018,222,11,8,8
2018,222,11,9,8
2018,222,11,10,7
2018,222,11,11,7
2018,222,11,12,8
2018,222,11,13,7
2018,222,11,14,7
2018,222,11,15,7
2018,222,11,16,7
2018,222,11,17,7
2018,222,11,18,7
2018,222,11,19,7
2018,222,11,20,7
2018,222,11,21,7
2018,222,11,22,7
2018,222,11,23,7
2018,222,11,24,7
2018,222,11,25,7
2018,222,11,26,7
2018,222,11,27,8
2018,222,11,28,8
2018,222,11,29,8
2018,222,11,30,8
2018,222,11,31,8
2018,222,11,32,7
2018,222,11,33,7
2018,222,11,34,7
2018,222,11,35,7
2018,222,11,36,7
2018,222,11,37,7
2018,222,11,38,7
2018,222,11,39,7
2018,222,11,40,7
2018,222,11,41,7
2018,222,11,42,7
2018,222,11,43,6
2018,222,11,44,7
2018,222,11,45,7
2018,222,11,46,6
2018,222,11,47,6
2018,222,11,48,6
2018,222,11,49,6
2018,222,11,50,6
2018,222,11,51,6
2018,222,11,52,6
2018,222,11,53,6
2018,222,11,54,6
2018,222,11,55,6
2018,222,11,56,6
2018,222,11,57,6
2018,222,11,58,6
2018,222,11,59,7
2018,222,12,0,7
2018,222,12,1,7
2018,222,12,2,7
2018,222,12,3,7
2018,222,12,4,7
2018,222,12,5,7
2018,222,12,6,7
2018,222,12,7,7
2018,222,12,8,7
2018,222,12,9,7
2018,222,12,10,7
2018,222,12,11,7
2018,222,12,12,7
2018,222,12,13,7
2018,222,12,14,7
2018,222,12,15,7
2018,222,12,16,6
2018,222,12,17,6
2018,222,12,18,6
2018,222,12,19,7
2018,222,12,20,6
2018,222,12,21,6
2018,222,12,22,6
2018,222,12,23,7
2018,222,12,24,6
2018,222,12,25,6
2018,222,12,26,6
2018,222,12,27,6
2018,222,12,28,6
2018,222,12,29,6
2018,222,12,30,6
2018,222,12,31,7
2018,222,12,32,7
2018,222,12,33,7
2018,222,12,34,7
2018,222,12,35,7
2018,222,12,36,7
2018,222,12,37,7
2018,222,12,38,7
2018,222,12,39,7
2018,222,12,40,6
2018,222,12,41,7
2018,222,12,42,7
2018,222,12,43,7
2018,222,12,44,7
2018,222,12,45,7
2018,222,12,46,7
2018,222,12,47,7
2018,222,12,48,7
2018,222,12,49,7
2018,222,12,50,6
2018,222,12,51,7
2018,222,12,52,7
2018,222,12,53,7
2018,222,12,54,6
2018,222,12,55,7
2018,222,12,56,7
2018,222,12,57,7
2018,222,12,58,7
2018,222,12,59,7
2018,222,13,0,7
2018,222,13,1,7
2018,222,13,2,7
2018,222,13,3,7
2018,222,13,4,7
2018,222,13,5,7
2018,222,13,6,7
2018,222,13,7,7
2018,222,13,8,7
2018,222,13,9,7
2018,222,13,10,7
2018,222,13,11,6
2018,222,13,12,6
2018,222,13,13,6
2018,222,13,14,6
2018,222,13,15,5
2018,222,13,16,5
2018,222,13,17,5
2018,222,13,18,5
2018,222,13,19,5
2018,222,13,20,5
2018,222,13,21,5
2018,222,13,22,5
2018,222,13,23,5
2018,222,13,24,5
2018,222,13,25,5
2018,222,13,26,5
2018,222,13,27,5
2018,222,13,28,5
2018,222,13,29,5
